venta_id,fecha_envio,fecha_entrega,costo_envio,transportista,estado
1443,2023-12-03,2023-12-07,10.96,GLS,Entregado
1444,2024-02-06,2024-02-10,4.16,DHL,Entregado
1446,2024-11-07,2024-11-10,4.62,DHL,Incidencia
1447,2023-03-18,2023-03-23,9.21,GLS,Entregado
1448,2024-04-18,2024-04-23,3.03,DHL,En tránsito
1449,2023-01-25,2023-01-26,19.12,GLS,Incidencia
1450,2023-12-06,2023-12-07,13.58,MRW,Entregado
1451,2024-12-15,2024-12-16,4.97,Correos,Entregado
1455,2024-09-23,2024-09-28,12.38,MRW,Entregado
1456,2023-10-03,2023-10-06,8.18,MRW,Entregado
1458,2024-10-24,2024-10-25,9.48,Seur,Entregado
1459,2023-04-12,2023-04-13,15.63,Seur,Entregado
1462,2023-07-15,2023-07-20,3.75,Seur,Entregado
1463,2023-06-22,2023-06-27,5.65,MRW,Entregado
1464,2024-09-12,2024-09-14,17.59,MRW,Incidencia
1465,2023-08-26,2023-08-31,3.93,Correos,Entregado
1466,2024-07-17,2024-07-21,19.88,Correos,En tránsito
1467,2023-05-03,2023-05-07,5.76,DHL,En tránsito
1468,2024-04-11,2024-04-12,4.87,MRW,En tránsito
1471,2024-03-02,2024-03-07,18.67,Correos,Incidencia
1473,2023-09-11,2023-09-16,8.87,DHL,Incidencia
1475,2024-08-13,2024-08-17,17.53,DHL,Entregado
1476,2024-07-02,2024-07-05,8.44,MRW,Entregado
1477,2024-06-10,2024-06-14,15.04,GLS,Incidencia
1478,2024-09-03,2024-09-04,11.63,DHL,Incidencia
1479,2024-04-09,2024-04-11,3.52,GLS,Entregado
1480,2024-08-25,2024-08-28,10.93,GLS,En tránsito
1481,2023-01-30,2023-02-03,11.4,GLS,Entregado
1482,2023-10-15,2023-10-18,5.33,MRW,Entregado
1485,2023-12-02,2023-12-06,13.98,GLS,Entregado
1486,2024-10-09,2024-10-12,18.41,GLS,Entregado
1488,2023-11-02,2023-11-05,3.27,DHL,Incidencia
1490,2024-05-08,2024-05-13,14.73,Correos,Entregado
1491,2023-09-01,2023-09-03,3.63,DHL,Entregado
1493,2023-04-30,2023-05-05,4.77,GLS,En tránsito
1494,2023-10-29,2023-10-31,14.37,DHL,En tránsito
1495,2024-04-20,2024-04-22,4.61,MRW,Entregado
1498,2023-11-08,2023-11-10,16.29,Correos,Entregado
1499,2024-02-26,2024-02-27,11.85,Correos,En tránsito
1501,2024-07-06,2024-07-09,19.32,GLS,Incidencia
1502,2024-09-19,2024-09-23,10.27,DHL,Entregado
1505,2024-01-10,2024-01-12,12.53,GLS,En tránsito
1506,2023-03-16,2023-03-17,17.82,Correos,Incidencia
1507,2023-03-30,2023-04-02,15.99,DHL,Entregado
1508,2023-02-28,2023-03-01,17.31,DHL,Incidencia
1509,2023-01-13,2023-01-16,13.95,GLS,En tránsito
1513,2023-09-16,2023-09-18,13.36,Seur,Entregado
1515,2024-04-24,2024-04-27,19.58,Correos,En tránsito
1516,2024-06-18,2024-06-23,16.3,Seur,Entregado
1518,2023-06-27,2023-06-30,2.91,MRW,En tránsito
1519,2024-07-04,2024-07-09,3.3,DHL,En tránsito
1520,2024-01-10,2024-01-14,6.09,DHL,Entregado
1521,2024-04-15,2024-04-17,6.01,GLS,Entregado
1522,2024-07-25,2024-07-28,18.45,MRW,Incidencia
1523,2023-07-28,2023-07-31,8.71,Seur,En tránsito
1525,2024-01-27,2024-02-01,8.74,Seur,Incidencia
1527,2023-06-01,2023-06-06,13.01,Correos,Entregado
1528,2023-01-04,2023-01-09,8.74,Seur,Entregado
1530,2024-02-08,2024-02-11,17.37,MRW,En tránsito
1531,2024-05-11,2024-05-13,18.45,Seur,Entregado
1533,2024-03-15,2024-03-18,8.37,Correos,Incidencia
1534,2023-08-26,2023-08-29,13.36,DHL,En tránsito
1537,2023-11-16,2023-11-17,13.62,Correos,Entregado
1538,2023-03-30,2023-04-03,5.84,GLS,Entregado
1539,2023-05-31,2023-06-05,4.32,Seur,Entregado
1541,2023-03-25,2023-03-26,17.48,Seur,Entregado
1543,2023-10-19,2023-10-24,4.28,GLS,Entregado
1544,2023-11-04,2023-11-07,3.65,Seur,Entregado
1545,2023-06-04,2023-06-06,2.89,DHL,Entregado
1546,2023-01-29,2023-01-30,15.4,DHL,Entregado
1548,2024-10-28,2024-11-01,15.9,DHL,En tránsito
1549,2023-01-30,2023-02-04,14.15,MRW,Entregado
1550,2023-04-25,2023-04-28,16.28,GLS,Incidencia
1551,2024-02-07,2024-02-09,19.06,DHL,Entregado
1555,2023-10-01,2023-10-03,14.5,GLS,Entregado
1556,2024-09-29,2024-10-04,7.99,DHL,Entregado
1557,2024-02-01,2024-02-04,13.86,Seur,Entregado
1558,2024-05-02,2024-05-07,10.45,Correos,Entregado
1559,2023-06-02,2023-06-05,17.47,GLS,Entregado
1560,2023-10-24,2023-10-28,16.51,MRW,Entregado
1562,2023-03-20,2023-03-23,15.74,DHL,Entregado
1563,2024-09-06,2024-09-11,12.11,Seur,En tránsito
1564,2023-08-29,2023-08-31,7.66,GLS,Incidencia
1566,2023-05-22,2023-05-24,3.08,GLS,Entregado
1567,2024-05-21,2024-05-24,9.8,GLS,En tránsito
1568,2023-02-01,2023-02-05,6.54,GLS,Entregado
1570,2024-06-07,2024-06-11,18.99,GLS,Entregado
1571,2023-06-30,2023-07-01,17.8,MRW,Incidencia
1572,2024-11-25,2024-11-26,8.53,Correos,Entregado
1573,2023-05-14,2023-05-19,13.04,MRW,Incidencia
1574,2024-07-02,2024-07-05,11.96,DHL,Incidencia
1575,2023-11-04,2023-11-05,8.05,MRW,Entregado
1576,2024-08-14,2024-08-15,19.84,Correos,En tránsito
1577,2024-02-05,2024-02-09,16.84,Seur,Entregado
1579,2023-04-05,2023-04-10,16.95,DHL,Entregado
1581,2023-04-05,2023-04-07,19.2,GLS,Entregado
1582,2024-07-13,2024-07-17,18.49,GLS,En tránsito
1583,2024-03-25,2024-03-27,4.36,MRW,Incidencia
1584,2023-02-11,2023-02-12,7.52,Seur,Entregado
1585,2023-01-04,2023-01-07,17.61,DHL,Incidencia
1587,2024-06-18,2024-06-23,14.11,GLS,Entregado
1589,2024-06-07,2024-06-08,9.06,Correos,Entregado
1591,2024-01-02,2024-01-04,12.11,GLS,Entregado
1592,2023-01-18,2023-01-19,14.51,Correos,Entregado
1594,2024-05-19,2024-05-23,10.35,Correos,Entregado
1595,2023-01-31,2023-02-03,17.78,Correos,Entregado
1596,2024-03-16,2024-03-18,17.91,GLS,Entregado
1597,2023-02-05,2023-02-07,17.65,Correos,En tránsito
1598,2024-03-24,2024-03-27,18.62,MRW,Incidencia
1599,2024-09-11,2024-09-15,9.27,Seur,Entregado
1600,2024-01-26,2024-01-31,7.39,MRW,Entregado
1602,2024-06-26,2024-06-27,8.85,Correos,Entregado
1604,2024-08-03,2024-08-05,16.12,DHL,Entregado
1605,2023-06-23,2023-06-24,10.2,GLS,Entregado
1606,2024-04-20,2024-04-24,2.96,Seur,En tránsito
1607,2024-09-22,2024-09-27,3.02,GLS,Incidencia
1608,2023-11-06,2023-11-10,13.35,Correos,Incidencia
1609,2024-11-10,2024-11-14,11.96,MRW,Entregado
1610,2024-04-17,2024-04-19,7.54,Seur,Incidencia
1611,2024-08-03,2024-08-05,4.14,DHL,Incidencia
1612,2023-07-22,2023-07-27,13.36,DHL,Entregado
1613,2023-12-04,2023-12-08,3.7,MRW,En tránsito
1616,2024-07-03,2024-07-05,11.67,Seur,Entregado
1617,2023-07-27,2023-07-29,8.15,Seur,En tránsito
1621,2024-03-17,2024-03-20,7.94,MRW,En tránsito
1624,2023-08-22,2023-08-27,11.63,GLS,Entregado
1625,2024-12-19,2024-12-20,12.41,Seur,Entregado
1626,2023-07-27,2023-07-31,18.7,Seur,Entregado
1629,2024-11-04,2024-11-07,15.24,DHL,Entregado
1631,2023-09-28,2023-10-01,11.33,DHL,Entregado
1632,2023-04-09,2023-04-12,13.23,Seur,Entregado
1633,2023-08-28,2023-09-01,16.84,MRW,Entregado
1634,2023-07-31,2023-08-03,17.26,MRW,Incidencia
1635,2023-01-08,2023-01-11,10.87,Correos,Entregado
1636,2024-05-24,2024-05-29,19.1,Correos,Entregado
1637,2023-09-16,2023-09-20,6.06,Correos,Entregado
1638,2023-07-11,2023-07-13,8.6,DHL,En tránsito
1639,2024-05-23,2024-05-24,6.87,Correos,Incidencia
1640,2024-07-13,2024-07-17,8.26,MRW,Entregado
1641,2023-05-29,2023-06-02,15.0,MRW,En tránsito
1642,2023-05-28,2023-05-31,3.11,MRW,Incidencia
1643,2024-03-01,2024-03-03,16.3,Correos,En tránsito
1646,2023-06-02,2023-06-03,2.56,GLS,Entregado
1647,2024-03-13,2024-03-16,9.96,MRW,Entregado
1649,2024-05-16,2024-05-18,4.53,DHL,Entregado
1650,2023-11-11,2023-11-12,8.23,DHL,Incidencia
1651,2023-09-22,2023-09-26,9.17,GLS,Incidencia
1653,2023-02-14,2023-02-17,8.38,MRW,Entregado
1654,2023-08-01,2023-08-06,6.44,Correos,Incidencia
1655,2024-04-22,2024-04-24,8.87,MRW,Entregado
1656,2023-04-16,2023-04-17,7.75,GLS,Incidencia
1657,2024-10-28,2024-11-02,10.43,GLS,Entregado
1658,2024-10-05,2024-10-07,14.52,MRW,En tránsito
1660,2024-04-25,2024-04-29,12.71,GLS,Entregado
1661,2023-12-30,2024-01-02,5.22,MRW,Incidencia
1663,2023-01-12,2023-01-13,19.98,MRW,Entregado
1664,2023-03-31,2023-04-05,10.64,Correos,Incidencia
1665,2024-05-27,2024-05-31,4.86,DHL,Entregado
1667,2024-04-08,2024-04-10,9.15,MRW,En tránsito
1669,2024-12-26,2024-12-30,8.56,GLS,Entregado
1670,2024-05-26,2024-05-30,17.19,Correos,Incidencia
1671,2023-05-23,2023-05-24,14.58,GLS,Incidencia
1672,2023-09-20,2023-09-24,9.63,Correos,Entregado
1673,2023-07-12,2023-07-15,14.21,Correos,Entregado
1674,2024-09-08,2024-09-11,8.49,GLS,En tránsito
1676,2023-03-19,2023-03-24,18.02,GLS,Entregado
1678,2024-01-06,2024-01-11,5.37,Correos,Entregado
1679,2023-07-11,2023-07-16,8.45,Seur,En tránsito
1680,2024-04-17,2024-04-20,4.41,MRW,Entregado
1681,2023-01-14,2023-01-18,15.26,Correos,Incidencia
1682,2023-11-12,2023-11-16,2.55,DHL,Incidencia
1684,2023-04-15,2023-04-17,14.9,Correos,Entregado
1685,2024-07-11,2024-07-16,19.94,GLS,Entregado
1686,2024-02-08,2024-02-12,3.14,MRW,Entregado
1687,2024-08-22,2024-08-24,5.16,Seur,En tránsito
1689,2024-09-06,2024-09-07,7.33,GLS,Entregado
1690,2023-08-31,2023-09-05,9.66,Correos,Entregado
1691,2023-01-15,2023-01-18,7.82,Seur,Entregado
1693,2023-04-30,2023-05-03,2.57,Seur,Entregado
1695,2023-11-20,2023-11-21,9.38,Seur,En tránsito
1696,2024-02-08,2024-02-13,11.2,Seur,Entregado
1697,2023-10-31,2023-11-04,13.89,Correos,Entregado
1699,2023-01-24,2023-01-26,8.4,DHL,Entregado
1702,2024-09-14,2024-09-18,8.74,Correos,Entregado
1704,2024-11-19,2024-11-24,3.43,GLS,En tránsito
1705,2023-09-25,2023-09-29,8.95,DHL,Entregado
1711,2024-12-01,2024-12-03,5.4,MRW,En tránsito
1718,2023-02-25,2023-02-27,6.45,DHL,Entregado
1720,2024-06-26,2024-06-28,5.74,DHL,Incidencia
1721,2024-03-23,2024-03-25,11.08,GLS,Entregado
1722,2024-05-04,2024-05-07,18.25,Correos,Entregado
1723,2023-07-31,2023-08-03,14.03,DHL,Entregado
1724,2023-05-09,2023-05-12,3.72,GLS,Incidencia
1726,2023-08-23,2023-08-27,16.68,DHL,Entregado
1727,2024-08-17,2024-08-19,9.88,GLS,En tránsito
1728,2024-02-02,2024-02-05,18.9,Correos,Entregado
1729,2023-11-03,2023-11-04,12.17,Correos,En tránsito
1731,2024-01-09,2024-01-11,7.92,DHL,Entregado
1732,2024-07-16,2024-07-18,9.2,MRW,Incidencia
1733,2024-04-20,2024-04-24,11.87,GLS,Entregado
1735,2024-12-14,2024-12-17,10.11,Seur,Entregado
1737,2023-07-28,2023-08-01,2.98,GLS,Incidencia
1738,2023-01-09,2023-01-12,3.86,MRW,Entregado
1740,2024-05-06,2024-05-08,19.32,Seur,Entregado
1741,2023-08-09,2023-08-12,5.13,GLS,En tránsito
1743,2024-01-31,2024-02-02,16.92,GLS,Entregado
1744,2023-04-30,2023-05-01,19.44,GLS,Entregado
1745,2023-12-23,2023-12-28,18.12,MRW,Entregado
1746,2024-05-12,2024-05-17,5.75,MRW,Entregado
1747,2024-12-21,2024-12-22,18.88,Correos,Incidencia
1748,2024-11-17,2024-11-18,15.52,GLS,En tránsito
1749,2024-05-17,2024-05-20,16.08,Correos,Incidencia
1750,2024-11-29,2024-11-30,12.86,GLS,En tránsito
1752,2023-04-15,2023-04-17,19.0,DHL,Incidencia
1753,2024-12-07,2024-12-09,10.62,DHL,Entregado
1754,2024-08-30,2024-09-01,13.34,DHL,Entregado
1755,2024-11-18,2024-11-23,12.94,GLS,Incidencia
1756,2024-07-20,2024-07-25,6.39,MRW,Incidencia
1758,2024-06-17,2024-06-19,15.69,Correos,En tránsito
1760,2024-07-29,2024-07-30,14.01,DHL,Entregado
1761,2024-04-30,2024-05-05,15.1,MRW,Entregado
1762,2024-02-05,2024-02-07,4.41,DHL,Entregado
1765,2024-07-06,2024-07-11,7.86,Seur,En tránsito
1766,2023-02-07,2023-02-12,18.05,Correos,Entregado
1767,2024-05-31,2024-06-01,14.61,MRW,Entregado
1768,2023-06-13,2023-06-16,9.23,MRW,En tránsito
1769,2023-06-22,2023-06-24,17.75,DHL,Incidencia
1770,2023-03-26,2023-03-28,11.32,MRW,Entregado
1772,2023-12-06,2023-12-11,4.73,Seur,Entregado
1775,2023-03-28,2023-04-02,4.98,MRW,Incidencia
1778,2023-11-15,2023-11-16,16.28,MRW,Incidencia
1780,2024-03-14,2024-03-19,4.06,MRW,Incidencia
1781,2023-12-12,2023-12-16,19.99,Correos,Entregado
1783,2024-04-16,2024-04-18,9.57,MRW,Entregado
1784,2023-07-10,2023-07-12,2.7,DHL,Incidencia
1786,2023-01-23,2023-01-24,19.94,Seur,Entregado
1788,2023-06-03,2023-06-08,6.32,MRW,En tránsito
1789,2024-08-27,2024-08-30,3.39,GLS,Entregado
1790,2023-10-14,2023-10-19,17.56,Correos,Entregado
1792,2023-10-05,2023-10-06,10.8,MRW,Entregado
1793,2023-05-19,2023-05-22,7.72,GLS,Entregado
1794,2023-01-12,2023-01-13,15.64,Seur,Incidencia
1795,2024-12-03,2024-12-04,17.39,Correos,Entregado
1796,2023-11-08,2023-11-11,15.36,Seur,En tránsito
1797,2024-10-02,2024-10-07,13.04,Seur,Entregado
1798,2024-10-26,2024-10-27,17.07,Seur,Entregado
1799,2024-06-15,2024-06-20,7.14,MRW,Incidencia
1801,2024-01-01,2024-01-04,18.7,Seur,En tránsito
1802,2024-11-28,2024-11-29,15.36,Correos,Entregado
1803,2024-04-25,2024-04-28,15.68,GLS,Incidencia
1804,2023-09-08,2023-09-10,11.09,GLS,Entregado
1805,2023-06-02,2023-06-06,5.14,Seur,En tránsito
1810,2024-02-07,2024-02-11,4.99,DHL,Entregado
1811,2023-09-28,2023-10-01,3.33,Seur,Entregado
1812,2024-01-21,2024-01-25,18.81,Correos,Entregado
1814,2023-05-31,2023-06-05,15.91,MRW,Entregado
1815,2023-09-08,2023-09-12,12.39,DHL,Entregado
1818,2023-03-24,2023-03-29,19.38,MRW,Incidencia
1819,2024-06-27,2024-06-28,14.29,GLS,En tránsito
1820,2023-06-26,2023-06-27,14.46,GLS,Entregado
1821,2023-01-31,2023-02-03,5.38,DHL,En tránsito
1822,2024-05-06,2024-05-07,10.95,Seur,Entregado
1823,2024-05-20,2024-05-22,19.11,Seur,Entregado
1824,2024-05-17,2024-05-18,7.44,GLS,Entregado
1825,2024-01-16,2024-01-17,15.57,Seur,Entregado
1826,2024-05-06,2024-05-08,4.24,GLS,Entregado
1829,2023-04-10,2023-04-12,11.05,Correos,Incidencia
1833,2023-05-20,2023-05-23,16.16,MRW,Entregado
1835,2024-03-19,2024-03-21,2.71,MRW,Entregado
1837,2023-04-16,2023-04-17,17.15,Correos,Entregado
1838,2023-08-15,2023-08-20,18.63,Correos,Entregado
1839,2024-10-07,2024-10-10,16.43,Seur,Entregado
1841,2024-03-19,2024-03-24,18.32,Seur,En tránsito
1842,2023-09-24,2023-09-25,6.46,MRW,Entregado
1843,2023-08-12,2023-08-17,15.98,GLS,En tránsito
1844,2024-07-13,2024-07-15,8.52,Correos,Entregado
1845,2024-06-14,2024-06-15,8.61,MRW,Incidencia
1846,2024-08-28,2024-09-01,17.27,GLS,Incidencia
1847,2023-10-31,2023-11-01,18.39,MRW,Incidencia
1848,2023-06-04,2023-06-09,19.23,Seur,Incidencia
1849,2023-10-07,2023-10-08,10.85,MRW,Entregado
1850,2024-05-29,2024-06-01,11.36,DHL,Entregado
1851,2023-11-18,2023-11-22,4.3,Correos,Incidencia
1852,2023-11-28,2023-11-29,3.26,Seur,Incidencia
1853,2023-05-18,2023-05-20,10.45,DHL,Entregado
1854,2023-10-12,2023-10-15,19.46,Seur,Entregado
1855,2024-05-05,2024-05-07,3.31,MRW,Incidencia
1856,2023-08-05,2023-08-10,4.68,MRW,Entregado
1857,2024-06-11,2024-06-14,18.59,Correos,Entregado
1858,2023-11-28,2023-12-01,8.51,Seur,Entregado
1859,2024-01-13,2024-01-18,9.5,MRW,Entregado
1860,2024-07-10,2024-07-13,9.21,Seur,Incidencia
1861,2023-01-10,2023-01-13,9.58,MRW,Entregado
1862,2024-08-07,2024-08-08,7.67,DHL,Incidencia
1863,2023-03-19,2023-03-23,9.09,Correos,Entregado
1864,2023-06-29,2023-07-03,18.77,Correos,En tránsito
1866,2024-07-30,2024-08-03,4.76,DHL,Entregado
1868,2023-06-09,2023-06-11,14.25,DHL,Entregado
1869,2024-07-07,2024-07-11,17.24,DHL,Entregado
1870,2024-01-12,2024-01-17,3.83,MRW,En tránsito
1872,2023-06-18,2023-06-23,4.87,DHL,Entregado
1873,2024-01-26,2024-01-29,14.74,Seur,En tránsito
1874,2024-11-18,2024-11-23,7.31,Correos,En tránsito
1878,2024-05-05,2024-05-07,3.0,Correos,Entregado
1879,2023-01-05,2023-01-08,18.99,GLS,Entregado
1880,2024-07-10,2024-07-13,11.05,DHL,Entregado
1882,2024-05-23,2024-05-25,7.89,GLS,Incidencia
1883,2024-09-21,2024-09-26,6.12,Correos,Entregado
1884,2023-09-03,2023-09-06,12.29,Seur,Entregado
1885,2024-01-27,2024-01-28,12.51,Seur,Incidencia
1887,2024-12-25,2024-12-28,11.05,Correos,Incidencia
1888,2024-09-25,2024-09-28,11.17,DHL,Entregado
1891,2024-03-26,2024-03-29,14.46,MRW,En tránsito
1893,2023-02-11,2023-02-13,15.72,MRW,Incidencia
1894,2023-10-19,2023-10-23,9.25,Seur,Entregado
1895,2024-01-14,2024-01-16,19.65,Correos,En tránsito
1896,2024-12-20,2024-12-22,14.95,DHL,En tránsito
1897,2024-02-24,2024-02-26,17.41,Correos,Incidencia
1898,2023-09-25,2023-09-29,9.99,GLS,Entregado
1900,2024-02-24,2024-02-28,15.08,GLS,En tránsito
1901,2023-07-27,2023-07-29,10.31,Seur,Incidencia
1902,2024-09-24,2024-09-28,4.33,Correos,Incidencia
1903,2023-09-18,2023-09-23,14.13,Seur,Entregado
1905,2023-06-20,2023-06-21,11.74,Correos,Entregado
1907,2023-01-05,2023-01-09,8.36,DHL,Incidencia
1909,2023-04-12,2023-04-13,18.73,Correos,Entregado
1910,2024-02-29,2024-03-04,16.81,GLS,Incidencia
1911,2023-12-20,2023-12-23,13.23,DHL,Incidencia
1912,2024-01-13,2024-01-14,9.81,Seur,Entregado
1913,2024-12-22,2024-12-26,7.3,DHL,En tránsito
1914,2024-09-27,2024-09-29,10.43,Seur,Incidencia
1915,2024-03-02,2024-03-03,3.62,Correos,Incidencia
1917,2024-03-19,2024-03-20,6.78,GLS,Entregado
1920,2024-03-07,2024-03-08,16.78,DHL,Incidencia
1922,2023-12-03,2023-12-08,5.39,DHL,Entregado
1924,2024-09-19,2024-09-21,12.48,MRW,Entregado
1926,2023-06-03,2023-06-08,2.93,Correos,Entregado
1927,2023-07-11,2023-07-12,12.27,Correos,Entregado
1930,2024-06-20,2024-06-21,18.65,Seur,En tránsito
1931,2023-01-15,2023-01-17,5.49,DHL,En tránsito
1932,2024-12-31,2025-01-03,17.71,GLS,Incidencia
1934,2024-05-30,2024-06-03,12.71,MRW,Entregado
1936,2023-12-13,2023-12-16,13.48,DHL,Entregado
1937,2024-04-26,2024-05-01,6.04,Seur,Entregado
1939,2024-01-27,2024-01-31,3.03,Seur,Incidencia
1940,2023-10-25,2023-10-26,10.15,GLS,Entregado
1941,2023-05-19,2023-05-23,9.16,GLS,Entregado
1942,2023-02-08,2023-02-10,10.48,DHL,Entregado
1943,2023-11-03,2023-11-06,16.16,Correos,En tránsito
1945,2024-04-20,2024-04-21,6.03,Correos,Entregado
1947,2023-01-04,2023-01-08,15.48,GLS,En tránsito
1948,2023-11-20,2023-11-25,4.57,GLS,Incidencia
1950,2024-04-21,2024-04-26,19.87,Correos,Incidencia
1951,2023-10-26,2023-10-29,5.86,GLS,Incidencia
1953,2023-01-12,2023-01-15,4.45,DHL,Entregado
1955,2024-09-02,2024-09-04,15.6,Correos,Entregado
1957,2023-09-16,2023-09-17,4.22,GLS,Entregado
1959,2024-10-12,2024-10-14,6.37,MRW,Incidencia
1961,2023-06-28,2023-07-02,9.18,DHL,Incidencia
1962,2024-08-05,2024-08-06,7.13,Seur,Entregado
1963,2024-09-05,2024-09-10,3.35,DHL,En tránsito
1964,2024-08-01,2024-08-04,8.73,DHL,En tránsito
1965,2024-08-23,2024-08-25,17.19,GLS,Entregado
1966,2023-01-12,2023-01-13,14.89,Seur,Incidencia
1967,2024-03-06,2024-03-08,12.71,Seur,Incidencia
1968,2024-10-15,2024-10-16,8.07,MRW,En tránsito
1970,2024-08-15,2024-08-18,17.61,DHL,Incidencia
1971,2023-09-09,2023-09-12,2.52,DHL,Entregado
1972,2023-09-09,2023-09-12,14.52,Correos,Entregado
1973,2023-12-25,2023-12-29,2.68,MRW,Entregado
1974,2023-12-02,2023-12-07,17.76,MRW,Entregado
1975,2023-04-28,2023-05-02,3.6,MRW,Entregado
1976,2023-05-12,2023-05-15,14.92,GLS,Entregado
1978,2024-07-29,2024-07-30,9.53,DHL,En tránsito
1979,2023-02-03,2023-02-05,16.52,GLS,Entregado
1980,2024-07-13,2024-07-14,12.8,MRW,Entregado
1981,2024-11-22,2024-11-24,6.51,MRW,Incidencia
1983,2024-03-12,2024-03-16,19.34,Correos,Entregado
1984,2024-04-20,2024-04-24,5.21,MRW,En tránsito
1985,2023-08-15,2023-08-18,14.58,MRW,Entregado
1986,2024-02-23,2024-02-27,11.03,MRW,Entregado
1989,2024-11-28,2024-11-30,16.82,GLS,Entregado
1990,2023-05-06,2023-05-09,6.97,DHL,Entregado
1991,2024-06-12,2024-06-16,10.49,Seur,Entregado
1992,2024-07-13,2024-07-18,17.0,DHL,Entregado
1993,2023-03-28,2023-03-30,7.72,Correos,Entregado
1996,2023-08-29,2023-08-30,4.34,Correos,Entregado
1997,2023-03-31,2023-04-02,5.13,Seur,Incidencia
1998,2023-01-30,2023-01-31,16.91,Seur,Entregado
1999,2024-07-21,2024-07-23,9.31,GLS,Incidencia
2001,2024-11-15,2024-11-17,15.14,GLS,Entregado
2002,2024-11-20,2024-11-22,8.27,GLS,En tránsito
2003,2024-07-08,2024-07-10,10.7,MRW,Entregado
2006,2023-10-02,2023-10-07,10.27,DHL,Incidencia
2007,2024-03-20,2024-03-21,9.9,Seur,Entregado
2008,2024-05-15,2024-05-19,5.74,MRW,Incidencia
2009,2024-07-02,2024-07-07,6.88,Correos,En tránsito
2010,2024-01-21,2024-01-22,10.99,DHL,Entregado
2011,2024-08-22,2024-08-26,18.68,DHL,Entregado
2014,2023-02-15,2023-02-17,18.89,DHL,En tránsito
2015,2023-10-04,2023-10-06,6.43,GLS,Incidencia
2016,2023-05-26,2023-05-29,6.28,DHL,En tránsito
2017,2023-06-24,2023-06-26,13.6,Correos,Incidencia
2018,2023-05-09,2023-05-12,4.91,GLS,Entregado
2019,2024-01-03,2024-01-04,13.49,Seur,Entregado
2020,2023-01-20,2023-01-23,2.73,DHL,Entregado
2022,2024-04-21,2024-04-23,13.51,MRW,Incidencia
2024,2023-02-21,2023-02-24,12.59,DHL,Incidencia
2025,2024-07-11,2024-07-12,4.09,Correos,Incidencia
2027,2023-06-24,2023-06-25,15.56,Correos,Entregado
2028,2023-10-23,2023-10-25,13.22,MRW,Entregado
2029,2023-08-03,2023-08-05,11.09,DHL,En tránsito
2030,2023-07-21,2023-07-24,7.31,Correos,En tránsito
2031,2023-08-08,2023-08-10,12.35,MRW,Entregado
2032,2024-08-02,2024-08-05,11.57,GLS,En tránsito
2035,2024-07-12,2024-07-16,19.53,Seur,Entregado
2036,2023-04-29,2023-04-30,16.83,Seur,Entregado
2037,2023-09-23,2023-09-25,6.22,Correos,Entregado
2041,2023-12-15,2023-12-16,9.49,Correos,Entregado
2043,2024-07-13,2024-07-16,19.97,GLS,Entregado
2044,2023-04-04,2023-04-06,10.33,MRW,Entregado
2045,2023-05-22,2023-05-23,18.88,DHL,En tránsito
2046,2024-05-20,2024-05-25,11.77,Seur,Entregado
2047,2024-01-20,2024-01-21,9.17,DHL,En tránsito
2048,2023-01-16,2023-01-20,15.65,Correos,En tránsito
2050,2023-11-03,2023-11-07,7.93,Correos,Incidencia
2052,2024-01-02,2024-01-03,15.11,Seur,Incidencia
2053,2023-07-10,2023-07-11,6.73,Correos,Entregado
2054,2023-06-10,2023-06-13,6.3,GLS,En tránsito
2055,2024-06-08,2024-06-09,9.54,GLS,Entregado
2057,2024-09-06,2024-09-09,14.32,Seur,En tránsito
2058,2024-07-17,2024-07-20,15.87,DHL,Entregado
2060,2024-07-22,2024-07-23,16.84,MRW,Entregado
2063,2023-11-24,2023-11-28,13.57,Correos,Entregado
2064,2024-05-20,2024-05-25,13.12,Seur,Entregado
2065,2023-01-29,2023-01-30,11.24,DHL,Entregado
2066,2023-11-23,2023-11-27,3.08,GLS,Entregado
2068,2024-02-21,2024-02-25,10.2,MRW,En tránsito
2070,2023-05-20,2023-05-21,16.94,GLS,Entregado
2071,2024-01-30,2024-02-03,18.25,MRW,Incidencia
2072,2023-04-24,2023-04-29,19.1,MRW,Entregado
2073,2023-12-25,2023-12-29,18.49,MRW,Entregado
2075,2023-05-11,2023-05-14,4.92,Correos,Entregado
2077,2023-05-24,2023-05-28,16.0,Correos,Entregado
2079,2023-12-22,2023-12-24,6.72,Correos,Entregado
2080,2024-04-01,2024-04-04,3.78,DHL,Entregado
2081,2024-02-19,2024-02-20,5.99,GLS,En tránsito
2082,2023-03-28,2023-03-30,4.25,Seur,Entregado
2083,2023-04-11,2023-04-13,3.81,DHL,En tránsito
2084,2024-04-08,2024-04-11,3.81,Seur,Entregado
2085,2024-10-02,2024-10-04,15.27,Correos,Entregado
2086,2023-05-11,2023-05-13,17.74,MRW,Incidencia
2087,2023-08-16,2023-08-17,5.25,DHL,En tránsito
2088,2024-09-08,2024-09-09,7.23,GLS,Entregado
2089,2023-04-27,2023-04-29,18.5,Correos,Entregado
2091,2023-06-30,2023-07-03,2.86,DHL,En tránsito
2092,2023-01-15,2023-01-18,6.83,GLS,En tránsito
2093,2024-12-21,2024-12-24,16.14,Correos,Entregado
2094,2023-10-14,2023-10-17,2.62,Correos,En tránsito
